x,y
26270,207145268750000
26271,207162501740000
26272,207179735500000
26273,207196970040000
26274,207214205360000
26275,207231441460000
26276,207248678340000
26277,207265915990000
26278,207283154420000
26279,207300393630000
26280,207317633620000
26281,207334874380000
26282,207352115920000
26283,207369358240000
26284,207386601340000
26285,207403845210000
26286,207421089860000
26287,207438335290000
26288,207455581500000
26289,207472828490000
26290,207490076250000
26291,207507324790000
26292,207524574110000
26293,207541824200000
26294,207559075080000
26295,207576326730000
26296,207593579160000
26297,207610832370000
26298,207628086350000
26299,207645341110000
26300,207662596650000
26301,207679852970000
26302,207697110070000
26303,207714367940000
26304,207731626590000
26305,207748886020000
26306,207766146230000
26307,207783407220000
26308,207800668980000
26309,207817931520000
26310,207835194840000
26311,207852458930000
26312,207869723810000
26313,207886989460000
26314,207904255890000
26315,207921523100000
26316,207938791080000
26317,207956059850000
26318,207973329390000
26319,207990599710000
26320,208007870810000
26321,208025142680000
26322,208042415330000
26323,208059688760000
26324,208076962970000
26325,208094237960000
26326,208111513720000
26327,208128790270000
26328,208146067590000
26329,208163345690000
26330,208180624560000
26331,208197904220000
26332,208215184650000
26333,208232465860000
26334,208249747850000
26335,208267030610000
26336,208284314160000
26337,208301598480000
26338,208318883580000
26339,208336169460000
26340,208353456110000
26341,208370743550000
26342,208388031760000
26343,208405320750000
26344,208422610520000
26345,208439901060000
26346,208457192390000
26347,208474484490000
26348,208491777370000
26349,208509071030000
26350,208526365460000
26351,208543660680000
26352,208560956670000
26353,208578253440000
26354,208595550990000
26355,208612849310000
26356,208630148420000
26357,208647448300000
26358,208664748960000
26359,208682050400000
26360,208699352620000
26361,208716655610000
26362,208733959390000
26363,208751263940000
26364,208768569270000
26365,208785875370000
26366,208803182260000
26367,208820489920000
26368,208837798370000
26369,208855107590000
26370,208872417580000
26371,208889728360000
26372,208907039920000
26373,208924352250000
26374,208941665360000
26375,208958979250000
26376,208976293920000
26377,208993609360000
26378,209010925590000
26379,209028242590000
26380,209045560370000
26381,209062878930000
26382,209080198260000
26383,209097518380000
26384,209114839270000
26385,209132160940000
26386,209149483390000
26387,209166806620000
26388,209184130630000
26389,209201455410000
26390,209218780970000
26391,209236107310000
26392,209253434430000
26393,209270762330000
26394,209288091010000
26395,209305420460000
26396,209322750690000
26397,209340081700000
26398,209357413490000
26399,209374746060000
26400,209392079400000
26401,209409413530000
26402,209426748430000
26403,209444084110000
26404,209461420570000
26405,209478757810000
26406,209496095820000
26407,209513434620000
26408,209530774190000
26409,209548114540000
26410,209565455670000
26411,209582797580000
26412,209600140260000
26413,209617483730000
26414,209634827970000
26415,209652172990000
26416,209669518790000
26417,209686865370000
26418,209704212720000
26419,209721560860000
26420,209738909770000
26421,209756259460000
26422,209773609930000
26423,209790961180000
26424,209808313210000
26425,209825666010000
26426,209843019600000
26427,209860373960000
26428,209877729100000
26429,209895085020000
26430,209912441720000
26431,209929799190000
26432,209947157450000
26433,209964516480000
26434,209981876290000
26435,209999236880000
26436,210016598250000
26437,210033960400000
26438,210051323330000
26439,210068687030000
26440,210086051510000
26441,210103416770000
26442,210120782810000
26443,210138149630000
26444,210155517230000
26445,210172885610000
26446,210190254760000
26447,210207624690000
26448,210224995400000
26449,210242366890000
26450,210259739160000
26451,210277112210000
26452,210294486040000
26453,210311860640000
26454,210329236020000
26455,210346612190000
26456,210363989130000
26457,210381366840000
26458,210398745340000
26459,210416124620000
26460,210433504670000
26461,210450885510000
26462,210468267120000
26463,210485649510000
26464,210503032680000
26465,210520416630000
26466,210537801350000
26467,210555186860000
26468,210572573140000
26469,210589960210000
26470,210607348050000
26471,210624736670000
26472,210642126070000
26473,210659516250000
26474,210676907200000
26475,210694298940000
26476,210711691450000
26477,210729084740000
26478,210746478820000
26479,210763873670000
26480,210781269300000
26481,210798665700000
26482,210816062890000
26483,210833460860000
26484,210850859600000
26485,210868259120000
26486,210885659420000
26487,210903060500000
26488,210920462360000
26489,210937865000000
26490,210955268420000
26491,210972672610000
26492,210990077590000
26493,211007483340000
26494,211024889870000
26495,211042297190000
26496,211059705270000
26497,211077114140000
26498,211094523790000
26499,211111934220000
26500,211129345420000
26501,211146757410000
26502,211164170170000
26503,211181583710000
26504,211198998030000
26505,211216413130000
26506,211233829010000
26507,211251245670000
26508,211268663110000
26509,211286081320000
26510,211303500320000
26511,211320920090000
26512,211338340640000
26513,211355761970000
26514,211373184080000
26515,211390606970000
26516,211408030640000
26517,211425455090000
26518,211442880310000
26519,211460306320000
26520,211477733100000
26521,211495160660000
26522,211512589000000
26523,211530018130000
26524,211547448020000
26525,211564878700000
26526,211582310160000
26527,211599742400000
26528,211617175410000
26529,211634609210000
26530,211652043780000
26531,211669479140000
26532,211686915270000
26533,211704352180000
26534,211721789870000
26535,211739228340000
26536,211756667590000
26537,211774107610000
26538,211791548420000
26539,211808990000000
26540,211826432370000
26541,211843875510000
26542,211861319440000
26543,211878764140000
26544,211896209620000
26545,211913655880000
26546,211931102920000
26547,211948550740000
26548,211965999330000
26549,211983448710000
26550,212000898860000
26551,212018349800000
26552,212035801510000
26553,212053254010000
26554,212070707280000
26555,212088161330000
26556,212105616160000
26557,212123071770000
26558,212140528160000
26559,212157985330000
26560,212175443280000
26561,212192902000000
26562,212210361510000
26563,212227821790000
26564,212245282860000
26565,212262744700000
26566,212280207320000
26567,212297670720000
26568,212315134910000
26569,212332599870000
26570,212350065610000
26571,212367532120000
26572,212384999420000
26573,212402467500000
26574,212419936360000
26575,212437405990000
26576,212454876410000
26577,212472347600000
26578,212489819580000
26579,212507292330000
26580,212524765860000
26581,212542240170000
26582,212559715260000
26583,212577191130000
26584,212594667780000
26585,212612145210000
26586,212629623420000
26587,212647102410000
26588,212664582180000
26589,212682062720000
26590,212699544050000
26591,212717026150000
26592,212734509040000
26593,212751992700000
26594,212769477140000
26595,212786962370000
26596,212804448370000
26597,212821935150000
26598,212839422710000
26599,212856911050000
26600,212874400170000
26601,212891890070000
26602,212909380750000
26603,212926872200000
26604,212944364440000
26605,212961857460000
26606,212979351260000
26607,212996845830000
26608,213014341190000
26609,213031837320000
26610,213049334230000
26611,213066831930000
26612,213084330400000
26613,213101829650000
26614,213119329680000
26615,213136830500000
26616,213154332090000
26617,213171834460000
26618,213189337610000
26619,213206841540000
26620,213224346250000
26621,213241851730000
26622,213259358000000
26623,213276865050000
26624,213294372880000
26625,213311881480000
26626,213329390870000
26627,213346901040000
26628,213364411980000
26629,213381923710000
26630,213399436210000
26631,213416949490000
26632,213434463560000
26633,213451978400000
26634,213469494020000
26635,213487010430000
26636,213504527610000
26637,213522045570000
26638,213539564310000
26639,213557083830000
26640,213574604130000
26641,213592125210000
26642,213609647070000
26643,213627169710000
26644,213644693130000
26645,213662217330000
26646,213679742310000
26647,213697268070000
26648,213714794600000
26649,213732321920000
26650,213749850020000
26651,213767378890000
26652,213784908550000
26653,213802438990000
26654,213819970200000
26655,213837502200000
26656,213855034970000
26657,213872568530000
26658,213890102860000
26659,213907637980000
26660,213925173870000
26661,213942710550000
26662,213960248000000
26663,213977786230000
26664,213995325250000
26665,214012865040000
26666,214030405610000
26667,214047946960000
26668,214065489100000
26669,214083032010000
26670,214100575700000
26671,214118120170000
26672,214135665420000
26673,214153211450000
26674,214170758270000
26675,214188305860000
26676,214205854230000
26677,214223403380000
26678,214240953310000
26679,214258504020000
26680,214276055510000
26681,214293607780000
26682,214311160830000
26683,214328714660000
26684,214346269270000
26685,214363824660000
26686,214381380830000
26687,214398937780000
26688,214416495500000
26689,214434054010000
26690,214451613300000
26691,214469173370000
26692,214486734220000
26693,214504295850000
26694,214521858260000
26695,214539421440000
26696,214556985410000
26697,214574550160000
26698,214592115690000
26699,214609682000000
26700,214627249090000
26701,214644816950000
26702,214662385600000
26703,214679955030000
26704,214697525240000
26705,214715096230000
26706,214732667990000
26707,214750240540000
26708,214767813870000
26709,214785387980000
26710,214802962870000
26711,214820538530000
26712,214838114980000
26713,214855692210000
26714,214873270220000
26715,214890849010000
26716,214908428570000
26717,214926008920000
26718,214943590050000
26719,214961171960000
26720,214978754650000
26721,214996338120000
26722,215013922360000
26723,215031507390000
26724,215049093200000
26725,215066679790000
26726,215084267160000
26727,215101855310000
26728,215119444240000
26729,215137033950000
26730,215154624440000
26731,215172215700000
26732,215189807750000
26733,215207400580000
26734,215224994190000
26735,215242588580000
26736,215260183750000
26737,215277779700000
26738,215295376430000
26739,215312973940000
26740,215330572240000
26741,215348171310000
26742,215365771160000
26743,215383371790000
26744,215400973200000
26745,215418575390000
26746,215436178360000
26747,215453782120000
26748,215471386650000
26749,215488991960000
26750,215506598050000
26751,215524204930000
26752,215541812580000
26753,215559421010000
26754,215577030230000
26755,215594640220000
26756,215612250990000
26757,215629862550000
26758,215647474880000
26759,215665088000000
26760,215682701890000
26761,215700316570000
26762,215717932030000
26763,215735548260000
26764,215753165280000
26765,215770783080000
26766,215788401650000
26767,215806021010000
26768,215823641150000
26769,215841262070000
26770,215858883760000
26771,215876506240000
26772,215894129500000
26773,215911753540000
26774,215929378360000
26775,215947003960000
26776,215964630340000
26777,215982257500000
26778,215999885440000
26779,216017514160000
26780,216035143670000
26781,216052773950000
26782,216070405010000
26783,216088036860000
26784,216105669480000
26785,216123302880000
26786,216140937070000
26787,216158572030000
26788,216176207780000
26789,216193844300000
26790,216211481610000
26791,216229119700000
26792,216246758560000
26793,216264398210000
26794,216282038640000
26795,216299679850000
26796,216317321840000
26797,216334964610000
26798,216352608150000
26799,216370252490000
26800,216387897600000
26801,216405543490000
26802,216423190160000
26803,216440837610000
26804,216458485840000
26805,216476134860000
26806,216493784650000
26807,216511435230000
26808,216529086580000
26809,216546738720000
26810,216564391630000
26811,216582045330000
26812,216599699810000
26813,216617355060000
26814,216635011100000
26815,216652667920000
26816,216670325520000
26817,216687983900000
26818,216705643060000
26819,216723303000000
26820,216740963730000
26821,216758625230000
26822,216776287510000
26823,216793950580000
26824,216811614420000
26825,216829279040000
26826,216846944450000
26827,216864610640000
26828,216882277600000
26829,216899945350000
26830,216917613880000
26831,216935283190000
26832,216952953280000
26833,216970624150000
26834,216988295800000
26835,217005968230000
26836,217023641440000
26837,217041315440000
26838,217058990210000
26839,217076665760000
26840,217094342100000
26841,217112019210000
26842,217129697110000
26843,217147375790000
26844,217165055250000
26845,217182735490000
26846,217200416500000
26847,217218098300000
26848,217235780890000
26849,217253464250000
26850,217271148390000
26851,217288833310000
26852,217306519020000
26853,217324205500000
26854,217341892770000
26855,217359580810000
26856,217377269640000
26857,217394959250000
26858,217412649640000
26859,217430340810000
26860,217448032760000
26861,217465725490000
26862,217483419000000
26863,217501113290000
26864,217518808370000
26865,217536504220000
26866,217554200860000
26867,217571898270000
26868,217589596470000
26869,217607295450000
26870,217624995210000
26871,217642695750000
26872,217660397070000
26873,217678099170000
26874,217695802050000
26875,217713505720000
26876,217731210160000
26877,217748915390000
26878,217766621390000
26879,217784328180000
26880,217802035750000
26881,217819744100000
26882,217837453230000
26883,217855163140000
26884,217872873830000
26885,217890585300000
26886,217908297550000
26887,217926010590000
26888,217943724400000
26889,217961439000000
26890,217979154380000
26891,217996870540000
26892,218014587480000
26893,218032305200000
26894,218050023700000
26895,218067742980000
26896,218085463040000
26897,218103183890000
26898,218120905510000
26899,218138627920000
26900,218156351110000
26901,218174075080000
26902,218191799830000
26903,218209525360000
26904,218227251670000
26905,218244978760000
26906,218262706640000
26907,218280435290000
26908,218298164730000
26909,218315894950000
26910,218333625940000
26911,218351357720000
26912,218369090280000
26913,218386823620000
26914,218404557750000
26915,218422292650000
26916,218440028340000
26917,218457764800000
26918,218475502050000
26919,218493240080000
26920,218510978890000
26921,218528718480000
26922,218546458850000
26923,218564200000000
26924,218581941940000
26925,218599684650000
26926,218617428150000
26927,218635172430000
26928,218652917480000
26929,218670663320000
26930,218688409950000
26931,218706157350000
26932,218723905530000
26933,218741654500000
26934,218759404240000
26935,218777154770000
26936,218794906080000
26937,218812658170000
26938,218830411040000
26939,218848164690000
26940,218865919120000
26941,218883674340000
26942,218901430330000
26943,218919187110000
26944,218936944670000
26945,218954703010000
26946,218972462130000
26947,218990222030000
26948,219007982720000
26949,219025744180000
26950,219043506430000
26951,219061269450000
26952,219079033260000
26953,219096797850000
26954,219114563230000
26955,219132329380000
26956,219150096310000
26957,219167864030000
26958,219185632520000
26959,219203401800000
26960,219221171860000
26961,219238942700000
26962,219256714330000
26963,219274486730000
26964,219292259910000
26965,219310033880000
26966,219327808630000
26967,219345584160000
26968,219363360470000
26969,219381137560000
26970,219398915430000
26971,219416694090000
26972,219434473520000
26973,219452253740000
26974,219470034740000
26975,219487816520000
26976,219505599080000
26977,219523382430000
26978,219541166550000
26979,219558951460000
26980,219576737150000
26981,219594523610000
26982,219612310870000
26983,219630098900000
26984,219647887710000
26985,219665677310000
26986,219683467680000
26987,219701258840000
26988,219719050780000
26989,219736843500000
26990,219754637000000
26991,219772431290000
26992,219790226350000
26993,219808022200000
26994,219825818830000
26995,219843616240000
26996,219861414430000
26997,219879213410000
26998,219897013160000
26999,219914813700000
27000,219932615020000
27001,219950417120000
27002,219968220000000
27003,219986023660000
27004,220003828110000
27005,220021633330000
27006,220039439340000
27007,220057246130000
27008,220075053700000
27009,220092862050000
27010,220110671190000
27011,220128481100000
27012,220146291800000
27013,220164103280000
27014,220181915540000
27015,220199728580000
27016,220217542410000
27017,220235357010000
27018,220253172400000
27019,220270988570000
27020,220288805520000
27021,220306623250000
27022,220324441770000
27023,220342261060000
27024,220360081140000
27025,220377902000000
27026,220395723640000
27027,220413546060000
27028,220431369270000
27029,220449193250000
27030,220467018020000
27031,220484843570000
27032,220502669900000
27033,220520497010000
27034,220538324910000
27035,220556153590000
27036,220573983040000
27037,220591813280000
27038,220609644310000
27039,220627476110000
27040,220645308690000
27041,220663142060000
27042,220680976210000
27043,220698811140000
27044,220716646850000
27045,220734483350000
27046,220752320630000
27047,220770158680000
27048,220787997520000
27049,220805837150000
27050,220823677550000
27051,220841518730000
27052,220859360700000
27053,220877203450000
27054,220895046980000
27055,220912891290000
27056,220930736390000
27057,220948582270000
27058,220966428920000
27059,220984276370000
27060,221002124590000
27061,221019973590000
27062,221037823380000
27063,221055673950000
27064,221073525300000
27065,221091377430000
27066,221109230340000
27067,221127084040000
27068,221144938520000
27069,221162793770000
27070,221180649820000
27071,221198506640000
27072,221216364250000
27073,221234222630000
27074,221252081800000
27075,221269941750000
27076,221287802490000
27077,221305664000000
27078,221323526300000
27079,221341389380000
27080,221359253240000
27081,221377117880000
27082,221394983310000
27083,221412849520000
27084,221430716510000
27085,221448584280000
27086,221466452830000
27087,221484322170000
27088,221502192280000
27089,221520063180000
27090,221537934860000
27091,221555807330000
27092,221573680570000
27093,221591554600000
27094,221609429410000
27095,221627305000000
27096,221645181380000
27097,221663058530000
27098,221680936470000
27099,221698815190000
27100,221716694690000
27101,221734574980000
27102,221752456050000
27103,221770337890000
27104,221788220530000
27105,221806103940000
27106,221823988130000
27107,221841873110000
27108,221859758870000
27109,221877645410000
27110,221895532740000
27111,221913420840000
27112,221931309730000
27113,221949199400000
27114,221967089850000
27115,221984981090000
27116,222002873100000
27117,222020765900000
27118,222038659490000
27119,222056553850000
27120,222074448990000
27121,222092344920000
27122,222110241630000
27123,222128139130000
27124,222146037400000
27125,222163936460000
27126,222181836300000
27127,222199736920000
27128,222217638320000
27129,222235540510000
27130,222253443470000
27131,222271347230000
27132,222289251760000
27133,222307157070000
27134,222325063170000
27135,222342970050000
27136,222360877710000
27137,222378786160000
27138,222396695380000
27139,222414605390000
27140,222432516180000
27141,222450427760000
27142,222468340110000
27143,222486253250000
27144,222504167170000
27145,222522081870000
27146,222539997360000
27147,222557913630000
27148,222575830680000
27149,222593748510000
27150,222611667120000
27151,222629586520000
27152,222647506700000
27153,222665427660000
27154,222683349410000
27155,222701271930000
27156,222719195240000
27157,222737119330000
27158,222755044210000
27159,222772969860000
27160,222790896300000
27161,222808823520000
27162,222826751530000
27163,222844680310000
27164,222862609880000
27165,222880540230000
27166,222898471360000
27167,222916403280000
27168,222934335980000
27169,222952269460000
27170,222970203720000
27171,222988138770000
27172,223006074600000
27173,223024011210000
27174,223041948600000
27175,223059886780000
27176,223077825740000
27177,223095765480000
27178,223113706000000
27179,223131647310000
27180,223149589390000
27181,223167532260000
27182,223185475920000
27183,223203420350000
27184,223221365570000
27185,223239311570000
27186,223257258360000
27187,223275205920000
27188,223293154270000
27189,223311103400000
27190,223329053320000
27191,223347004010000
27192,223364955490000
27193,223382907760000
27194,223400860800000
27195,223418814630000
27196,223436769240000
27197,223454724630000
27198,223472680800000
27199,223490637760000
27200,223508595500000
27201,223526554030000
27202,223544513330000
27203,223562473420000
27204,223580434290000
27205,223598395940000
27206,223616358380000
27207,223634321600000
27208,223652285600000
27209,223670250380000
27210,223688215950000
27211,223706182300000
27212,223724149430000
27213,223742117350000
27214,223760086050000
27215,223778055530000
27216,223796025790000
27217,223813996840000
27218,223831968660000
27219,223849941280000
27220,223867914670000
27221,223885888850000
27222,223903863810000
27223,223921839550000
27224,223939816070000
27225,223957793380000
27226,223975771470000
27227,223993750350000
27228,224011730000000
27229,224029710440000
27230,224047691660000
27231,224065673670000
27232,224083656460000
27233,224101640030000
27234,224119624380000
27235,224137609520000
27236,224155595430000
27237,224173582140000
27238,224191569620000
27239,224209557890000
27240,224227546940000
27241,224245536770000
27242,224263527390000
27243,224281518790000
27244,224299510970000
27245,224317503930000
27246,224335497680000
27247,224353492210000
27248,224371487520000
27249,224389483620000
27250,224407480500000
27251,224425478160000
27252,224443476610000
27253,224461475830000
27254,224479475850000
27255,224497476640000
27256,224515478220000
27257,224533480580000
27258,224551483720000
27259,224569487640000
27260,224587492350000
27261,224605497840000
27262,224623504120000
27263,224641511180000
27264,224659519020000
27265,224677527640000
27266,224695537050000
27267,224713547240000
27268,224731558210000
27269,224749569960000
27270,224767582500000
27271,224785595820000
27272,224803609930000
27273,224821624820000
27274,224839640490000
27275,224857656940000
27276,224875674180000
27277,224893692200000
27278,224911711000000
27279,224929730580000
27280,224947750950000
27281,224965772100000
27282,224983794040000
27283,225001816760000
27284,225019840260000
27285,225037864540000
27286,225055889610000
27287,225073915460000
27288,225091942090000
27289,225109969510000
27290,225127997710000
27291,225146026690000
27292,225164056460000
27293,225182087010000
27294,225200118340000
27295,225218150460000
27296,225236183360000
27297,225254217040000
27298,225272251500000
27299,225290286750000
27300,225308322780000
27301,225326359600000
27302,225344397200000
27303,225362435580000
27304,225380474740000
27305,225398514690000
27306,225416555420000
27307,225434596930000
27308,225452639230000
27309,225470682310000
27310,225488726170000
27311,225506770820000
27312,225524816250000
27313,225542862460000
27314,225560909460000
27315,225578957240000
27316,225597005800000
27317,225615055150000
27318,225633105280000
27319,225651156190000
27320,225669207880000
27321,225687260360000
27322,225705313630000
27323,225723367670000
27324,225741422500000
27325,225759478110000
27326,225777534510000
27327,225795591690000
27328,225813649650000
27329,225831708400000
27330,225849767930000
27331,225867828240000
27332,225885889330000
27333,225903951210000
27334,225922013880000
27335,225940077320000
27336,225958141550000
27337,225976206560000
27338,225994272360000
27339,226012338940000
27340,226030406300000
27341,226048474450000
27342,226066543380000
27343,226084613090000
27344,226102683590000
27345,226120754870000
27346,226138826930000
27347,226156899780000
27348,226174973410000
27349,226193047820000
27350,226211123020000
27351,226229199000000
27352,226247275760000
27353,226265353310000
27354,226283431640000
27355,226301510750000
27356,226319590650000
27357,226337671330000
27358,226355752800000
27359,226373835040000
27360,226391918080000
27361,226410001890000
27362,226428086490000
27363,226446171870000
27364,226464258040000
27365,226482344990000
27366,226500432720000
27367,226518521230000
27368,226536610530000
27369,226554700620000
27370,226572791480000
27371,226590883130000
27372,226608975570000
27373,226627068790000
27374,226645162790000
27375,226663257570000
27376,226681353140000
27377,226699449490000
27378,226717546630000
27379,226735644550000
27380,226753743250000
27381,226771842730000
27382,226789943000000
27383,226808044060000
27384,226826145900000
27385,226844248520000
27386,226862351920000
27387,226880456110000
27388,226898561080000
27389,226916666830000
27390,226934773370000
27391,226952880700000
27392,226970988800000
27393,226989097690000
27394,227007207370000
27395,227025317820000
27396,227043429060000
27397,227061541090000
27398,227079653900000
27399,227097767490000
27400,227115881860000
27401,227133997020000
27402,227152112970000
27403,227170229690000
27404,227188347200000
27405,227206465500000
27406,227224584580000
27407,227242704440000
27408,227260825080000
27409,227278946510000
27410,227297068730000
27411,227315191720000
27412,227333315500000
27413,227351440070000
27414,227369565420000
27415,227387691550000
27416,227405818460000
27417,227423946160000
27418,227442074650000
27419,227460203910000
27420,227478333960000
27421,227496464800000
27422,227514596420000
27423,227532728820000
27424,227550862010000
27425,227568995980000
27426,227587130730000
27427,227605266270000
27428,227623402590000
27429,227641539690000
27430,227659677580000
27431,227677816260000
27432,227695955710000
27433,227714095960000
27434,227732236980000
27435,227750378790000
27436,227768521380000
27437,227786664760000
27438,227804808920000
27439,227822953860000
27440,227841099590000
27441,227859246100000
27442,227877393400000
27443,227895541480000
27444,227913690340000
27445,227931839990000
27446,227949990420000
27447,227968141640000
27448,227986293640000
27449,228004446420000
27450,228022599990000
27451,228040754340000
27452,228058909480000
27453,228077065400000
27454,228095222100000
27455,228113379590000
27456,228131537860000
27457,228149696920000
27458,228167856760000
27459,228186017380000
27460,228204178790000
27461,228222340980000
27462,228240503950000
27463,228258667710000
27464,228276832260000
27465,228294997590000
27466,228313163700000
27467,228331330590000
27468,228349498270000
27469,228367666740000
27470,228385835990000
27471,228404006020000
27472,228422176840000
27473,228440348440000
27474,228458520820000
27475,228476693990000
27476,228494867940000
27477,228513042680000
27478,228531218200000
27479,228549394510000
27480,228567571600000
27481,228585749470000
27482,228603928130000
27483,228622107570000
27484,228640287790000
27485,228658468800000
27486,228676650600000
27487,228694833180000
27488,228713016540000
27489,228731200690000
27490,228749385620000
27491,228767571330000
27492,228785757830000
27493,228803945110000
27494,228822133180000
27495,228840322030000
27496,228858511670000
27497,228876702090000
27498,228894893300000
27499,228913085280000
27500,228931278060000
27501,228949471610000
27502,228967665960000
27503,228985861080000
27504,229004056990000
27505,229022253690000
27506,229040451160000
27507,229058649430000
27508,229076848470000
27509,229095048310000
27510,229113248920000
27511,229131450320000
27512,229149652510000
27513,229167855470000
27514,229186059230000
27515,229204263760000
27516,229222469090000
27517,229240675190000
27518,229258882080000
27519,229277089760000
27520,229295298220000
27521,229313507460000
27522,229331717490000
27523,229349928300000
27524,229368139890000
27525,229386352280000
27526,229404565440000
27527,229422779390000
27528,229440994120000
27529,229459209640000
27530,229477425940000
27531,229495643030000
27532,229513860900000
27533,229532079560000
27534,229550299000000
27535,229568519220000
27536,229586740230000
27537,229604962030000
27538,229623184600000
27539,229641407970000
27540,229659632110000
27541,229677857040000
27542,229696082760000
27543,229714309260000
27544,229732536540000
27545,229750764610000
27546,229768993470000
27547,229787223110000
27548,229805453530000
27549,229823684740000
27550,229841916730000
27551,229860149500000
27552,229878383060000
27553,229896617410000
27554,229914852540000
27555,229933088450000
27556,229951325150000
27557,229969562630000
27558,229987800900000
27559,230006039950000
27560,230024279790000
27561,230042520410000
27562,230060761820000
27563,230079004010000
27564,230097246980000
27565,230115490740000
27566,230133735290000
27567,230151980620000
27568,230170226730000
27569,230188473630000
27570,230206721310000
27571,230224969780000
27572,230243219030000
27573,230261469070000
27574,230279719890000
27575,230297971490000
27576,230316223880000
27577,230334477060000
27578,230352731020000
27579,230370985760000
27580,230389241290000
27581,230407497610000
27582,230425754700000
27583,230444012590000
27584,230462271250000
27585,230480530710000
27586,230498790940000
27587,230517051970000
27588,230535313770000
27589,230553576360000
27590,230571839740000
27591,230590103900000
27592,230608368850000
27593,230626634580000
27594,230644901090000
27595,230663168390000
27596,230681436470000
27597,230699705340000
27598,230717975000000
27599,230736245440000
27600,230754516660000
27601,230772788670000
27602,230791061460000
27603,230809335040000
27604,230827609400000
27605,230845884550000
27606,230864160480000
27607,230882437200000
27608,230900714700000
27609,230918992980000
27610,230937272050000
27611,230955551910000
27612,230973832550000
27613,230992113980000
27614,231010396190000
27615,231028679180000
27616,231046962960000
27617,231065247530000
27618,231083532880000
27619,231101819010000
27620,231120105930000
27621,231138393640000
27622,231156682130000
27623,231174971400000
27624,231193261460000
27625,231211552300000
27626,231229843930000
27627,231248136350000
27628,231266429550000
27629,231284723530000
27630,231303018300000
27631,231321313850000
27632,231339610190000
27633,231357907310000
27634,231376205220000
27635,231394503920000
27636,231412803390000
27637,231431103660000
27638,231449404710000
27639,231467706540000
27640,231486009160000
27641,231504312560000
27642,231522616750000
27643,231540921720000
27644,231559227480000
27645,231577534020000
27646,231595841350000
27647,231614149460000
27648,231632458360000
27649,231650768040000
27650,231669078510000
27651,231687389770000
27652,231705701800000
27653,231724014630000
27654,231742328240000
27655,231760642630000
27656,231778957810000
27657,231797273770000
27658,231815590520000
27659,231833908050000
27660,231852226370000
27661,231870545480000
27662,231888865360000
27663,231907186040000
27664,231925507500000
27665,231943829740000
27666,231962152770000
27667,231980476590000
27668,231998801190000
27669,232017126570000
27670,232035452740000
27671,232053779700000
27672,232072107440000
27673,232090435960000
27674,232108765270000
27675,232127095370000
27676,232145426250000
27677,232163757910000
27678,232182090360000
27679,232200423600000
27680,232218757620000
27681,232237092430000
27682,232255428020000
27683,232273764400000
27684,232292101560000
27685,232310439510000
27686,232328778240000
27687,232347117760000
27688,232365458060000
27689,232383799150000
27690,232402141020000
27691,232420483680000
27692,232438827130000
27693,232457171350000
27694,232475516370000
27695,232493862170000
27696,232512208750000
27697,232530556120000
27698,232548904280000
27699,232567253220000
27700,232585602950000
27701,232603953460000
27702,232622304760000
27703,232640656840000
27704,232659009710000
27705,232677363360000
27706,232695717800000
27707,232714073020000
27708,232732429030000
27709,232750785820000
27710,232769143400000
27711,232787501770000
27712,232805860920000
27713,232824220850000
27714,232842581570000
27715,232860943080000
27716,232879305370000
27717,232897668450000
27718,232916032310000
27719,232934396960000
27720,232952762390000
27721,232971128610000
27722,232989495610000
27723,233007863400000
27724,233026231980000
27725,233044601340000
27726,233062971480000
27727,233081342420000
27728,233099714130000
27729,233118086630000
27730,233136459920000
27731,233154833990000
27732,233173208850000
27733,233191584500000
27734,233209960930000
27735,233228338140000
27736,233246716140000
27737,233265094930000
27738,233283474500000
27739,233301854850000
27740,233320236000000
27741,233338617920000
27742,233357000640000
27743,233375384140000
27744,233393768420000
27745,233412153490000
27746,233430539340000
27747,233448925990000
27748,233467313410000
27749,233485701620000
27750,233504090620000
27751,233522480400000
27752,233540870970000
27753,233559262330000
27754,233577654470000
27755,233596047390000
27756,233614441100000
27757,233632835600000
27758,233651230880000
27759,233669626950000
27760,233688023800000
27761,233706421440000
27762,233724819870000
27763,233743219080000
27764,233761619070000
27765,233780019850000
27766,233798421420000
27767,233816823770000
27768,233835226910000
27769,233853630830000
27770,233872035540000
27771,233890441040000
27772,233908847320000
27773,233927254390000
27774,233945662240000
27775,233964070880000
27776,233982480300000
27777,234000890510000
27778,234019301510000
27779,234037713290000
27780,234056125850000
27781,234074539200000
27782,234092953340000
27783,234111368270000
27784,234129783980000
27785,234148200470000
27786,234166617750000
27787,234185035820000
27788,234203454670000
27789,234221874310000
27790,234240294730000
27791,234258715940000
27792,234277137940000
27793,234295560720000
27794,234313984290000
27795,234332408640000
27796,234350833780000
27797,234369259700000
27798,234387686410000
27799,234406113910000
27800,234424542190000
27801,234442971260000
27802,234461401110000
27803,234479831750000
27804,234498263170000
27805,234516695390000
27806,234535128380000
27807,234553562160000
27808,234571996730000
27809,234590432090000
27810,234608868230000
27811,234627305150000
27812,234645742870000
27813,234664181360000
27814,234682620650000
27815,234701060720000
27816,234719501570000
27817,234737943210000
27818,234756385640000
27819,234774828850000
27820,234793272850000
27821,234811717640000
27822,234830163210000
27823,234848609570000
27824,234867056710000
